국가명,공장명(국가),차종,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도
Canada,Special Vehicle,Millitary (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Special Vehicle,Millitary (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Special Vehicle,Millitary (CKD),0,,,,,,,,,,,,2025
Canada,Korea Plants,Mohave / Borrego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Mohave / Borrego,0,,,,,,,,,,,,2025
Canada,Korean Plant,Mohave / Borrego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,CKD,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Morning / Picanto,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Morning / Picanto,0,,,,,,,,,,,,2025
Canada,Korean Plant,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,CKD,New Carens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD (excl. Russia),New Carens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,CKD,Niro,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Niro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Niro,102.0,119.0,184.0,203.0,204.0,207.0,333.0,212.0,196.0,169.0,306.0,174.0,2024
Canada,Korea Plants,Niro,217,,,,,,,,,,,,2025
Canada,Korean Plant,Niro,0.0,2.0,77.0,192.0,132.0,103.0,177.0,80.0,145.0,264.0,91.0,67.0,2023
Canada,Korea Plants,Niro EV,258.0,394.0,443.0,447.0,497.0,461.0,292.0,223.0,281.0,433.0,431.0,298.0,2024
Canada,Korea Plants,Niro EV,82,,,,,,,,,,,,2025
Canada,Korean Plant,Niro EV,0.0,0.0,89.0,354.0,314.0,479.0,670.0,705.0,298.0,590.0,470.0,282.0,2023
Canada,Korea Plants,Niro Plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Niro Plus,0,,,,,,,,,,,,2025
Canada,Korean Plant,Niro Plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Niro Plus EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Niro Plus EV,0,,,,,,,,,,,,2025
Canada,Korean Plant,Niro Plus EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,US Plant,Optima / K5,109.0,89.0,122.0,83.0,88.0,95.0,47.0,32.0,88.0,51.0,51.0,19.0,2023
Canada,US Plant,Optima / K5,15.0,4.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2024
Canada,US Plant,Optima / K5,0,,,,,,,,,,,,2025
Canada,Korea Plants,PV5,0,,,,,,,,,,,,2025
Canada,CKD,Pegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Pegas,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Pegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Pegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Pegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,China Plants,Pegas,0,,,,,,,,,,,,2025
Canada,Korea Plants,Pride / Rio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Pride / Rio,0,,,,,,,,,,,,2025
Canada,Korean Plant,Pride / Rio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,"*Russia Plant
(HMMR)",Pride / Rio (FB),0,,,,,,,,,,,,2025
Canada,*Russia Plant(HMMR),Pride / Rio (FB),0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,2024
Canada,Russia Plant(incl. CKD Sales),Pride / Rio (FB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Mexico Plant,Pride / Rio (SC),463.0,284.0,421.0,340.0,496.0,390.0,299.0,224.0,492.0,163.0,378.0,289.0,2023
Canada,Mexico Plant,Pride / Rio (SC),358.0,229.0,63.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2024
Canada,Mexico Plant,Pride / Rio (SC),1,,,,,,,,,,,,2025
Canada,Korea Plants,Ray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Ray,0,,,,,,,,,,,,2025
Canada,Korea Plants,Ray EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Ray EV,0,,,,,,,,,,,,2025
Canada,CKD,Seltos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Seltos,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Seltos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Seltos,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
Canada,India Plant,Seltos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,India Plant,Seltos,0,,,,,,,,,,,,2025
Canada,India Plants,Seltos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Seltos,1726.0,1714.0,2160.0,1872.0,1756.0,1868.0,1610.0,1533.0,1242.0,1518.0,1086.0,621.0,2024
Canada,Korea Plants,Seltos,"1,076",,,,,,,,,,,,2025
Canada,Korean Plant,Seltos,984.0,1977.0,2295.0,2170.0,1477.0,1365.0,1251.0,1888.0,1657.0,1938.0,1117.0,1259.0,2023
Canada,Russia Plant(incl. CKD Sales),Seltos (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,CKD,Sonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Sonet,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Sonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Sonet,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Sonet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,China Plants,Sonet,0,,,,,,,,,,,,2025
Canada,India Plant,Sonet,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2024
Canada,India Plant,Sonet,0,,,,,,,,,,,,2025
Canada,India Plants,Sonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,CKD,Sorento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Sorento,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Sorento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Sorento,0.0,0.0,2.0,0.0,0.0,54.0,258.0,195.0,215.0,143.0,158.0,70.0,2024
Canada,Korea Plants,Sorento,211,,,,,,,,,,,,2025
Canada,Korean Plant,Sorento,22.0,56.0,166.0,192.0,109.0,52.0,41.0,10.0,1.0,0.0,1.0,2.0,2023
Canada,US Plant,Sorento,591.0,584.0,817.0,279.0,378.0,554.0,535.0,381.0,454.0,336.0,425.0,186.0,2023
Canada,US Plant,Sorento,388.0,332.0,869.0,869.0,922.0,864.0,799.0,914.0,868.0,954.0,991.0,876.0,2024
Canada,US Plant,Sorento,806,,,,,,,,,,,,2025
Canada,Russia Plant(incl. CKD Sales),Sorento (CKD),0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,2023
Canada,CKD,Soul,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Soul,0,,,,,,,,,,,,2025
Canada,Korea Plants,Soul,175.0,250.0,130.0,82.0,158.0,64.0,183.0,223.0,193.0,199.0,157.0,105.0,2024
Canada,Korea Plants,Soul,132,,,,,,,,,,,,2025
Canada,Korean Plant,Soul,420.0,309.0,213.0,149.0,118.0,191.0,203.0,293.0,394.0,391.0,152.0,142.0,2023
Canada,Russia Plant(incl. CKD Sales),Soul (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Soul EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Soul EV,0,,,,,,,,,,,,2025
Canada,Korean Plant,Soul EV,25.0,22.0,43.0,70.0,37.0,61.0,155.0,137.0,78.0,24.0,9.0,9.0,2023
Canada,CKD,Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Sportage,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,China Plants,Sportage,0,,,,,,,,,,,,2025
Canada,Korea Plants,Sportage,1608.0,1691.0,1732.0,1718.0,1648.0,1471.0,1536.0,1480.0,1113.0,1778.0,1180.0,1030.0,2024
Canada,Korea Plants,Sportage,"1,109",,,,,,,,,,,,2025
Canada,Korean Plant,Sportage,776.0,1004.0,1482.0,1438.0,1792.0,1970.0,1440.0,1942.0,1920.0,1993.0,1363.0,1071.0,2023
Canada,Slovakia Plant,Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Slovakia Plant,Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Slovakia Plant,Sportage,0,,,,,,,,,,,,2025
Canada,US Plant,Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,US Plant,Sportage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,US Plant,Sportage,0,,,,,,,,,,,,2025
Canada,China Plants,Sportage(KX5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Stinger,7.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Stinger,0,,,,,,,,,,,,2025
Canada,Korean Plant,Stinger,22.0,102.0,148.0,72.0,98.0,80.0,68.0,34.0,20.0,13.0,4.0,8.0,2023
Canada,CKD,Stonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,CKD,Stonic,0,,,,,,,,,,,,2025
Canada,CKD (excl. Russia),Stonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,Korea Plants,Stonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,Korea Plants,Stonic,0,,,,,,,,,,,,2025
Canada,Korean Plant,Stonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
Canada,India Plant,Syros,0,,,,,,,,,,,,2025
Canada,CKD,Tasman,0,,,,,,,,,,,,2025
Canada,Korea Plants,Tasman,0,,,,,,,,,,,,2025
Canada,Special Vehicle,Tasman,0,,,,,,,,,,,,2025
Canada,Special Vehicle,Tasman (CKD),0,,,,,,,,,,,,2025
Canada,US Plant,Telluride,316.0,430.0,496.0,500.0,473.0,575.0,417.0,360.0,428.0,420.0,388.0,158.0,2023
Canada,US Plant,Telluride,254.0,162.0,211.0,287.0,351.0,301.0,313.0,308.0,302.0,303.0,352.0,270.0,2024
Canada,US Plant,Telluride,215,,,,,,,,,,,,2025
Canada,China Plants,Zhipao,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2023
Canada,China Plants,Zhipao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Canada,China Plants,Zhipao,0,,,,,,,,,,,,2025
China,Special Vehicle,Bongo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Bongo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Bongo,0,,,,,,,,,,,,2025
China,Special Vehicle,Bongo (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Bongo (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Bongo (CKD),0,,,,,,,,,,,,2025
China,CKD,Bongo / Frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,Bongo / Frontier,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),Bongo / Frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,Bongo / Frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Bongo / Frontier,0,,,,,,,,,,,,2025
China,Korean Plant,Bongo / Frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,Bongo EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Bongo EV,0,,,,,,,,,,,,2025
China,Korea Plants,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Bus,0,,,,,,,,,,,,2025
China,Korean Plant,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Bus,0,,,,,,,,,,,,2025
China,Special Vehicle,Bus (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Bus (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Bus (CKD),0,,,,,,,,,,,,2025
China,CKD,Carens MPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,Carens MPV,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),Carens MPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,India Plant,Carens MPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,India Plant,Carens MPV,0,,,,,,,,,,,,2025
China,India Plants,Carens MPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,India Plant,Carens MPV EV,0,,,,,,,,,,,,2025
China,China Plants,Carnival,44.0,53.0,87.0,149.0,123.0,184.0,267.0,205.0,290.0,233.0,157.0,156.0,2023
China,China Plants,Carnival,166.0,77.0,139.0,132.0,145.0,175.0,145.0,153.0,131.0,175.0,207.0,195.0,2024
China,China Plants,Carnival,110,,,,,,,,,,,,2025
China,India Plant,Carnival (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2024
China,India Plant,Carnival (CKD),0,,,,,,,,,,,,2025
China,India Plants,Carnival (CKD),0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,2023
China,CKD,Carnival / Sedona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,Carnival / Sedona,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),Carnival / Sedona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,Carnival / Sedona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Carnival / Sedona,0,,,,,,,,,,,,2025
China,Korean Plant,Carnival / Sedona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Slovakia Plant,Cee'd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Slovakia Plant,Cee'd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Slovakia Plant,Cee'd,0,,,,,,,,,,,,2025
China,Slovakia Plant,Cee'd CUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Slovakia Plant,Cee'd CUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Slovakia Plant,Cee'd CUV,0,,,,,,,,,,,,2025
China,Slovakia Plant,EV2,0,,,,,,,,,,,,2025
China,Korea Plants,EV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,EV3,0,,,,,,,,,,,,2025
China,Korea Plants,EV4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,EV4,0,,,,,,,,,,,,2025
China,Slovakia Plant,EV4,0,,,,,,,,,,,,2025
China,CKD,EV5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,China Plants,EV5,,,,,,,,,,,104.0,347.0,2023
China,China Plants,EV5,709.0,159.0,533.0,627.0,353.0,594.0,606.0,436.0,408.0,734.0,241.0,305.0,2024
China,China Plants,EV5,103,,,,,,,,,,,,2025
China,HMGICs Plant,EV5,0,,,,,,,,,,,,2025
China,Korea Plants,EV5,0,,,,,,,,,,,,2025
China,CKD,EV6,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),EV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,EV6,18.0,6.0,1.0,27.0,6.0,9.0,7.0,2.0,5.0,0.0,45.0,31.0,2024
China,Korea Plants,EV6,4,,,,,,,,,,,,2025
China,Korean Plant,EV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,96.0,6.0,6.0,5.0,2023
China,US Plant,EV6,0,,,,,,,,,,,,2025
China,CKD,EV9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,EV9,0,,,,,,,,,,,,2025
China,Korea Plants,EV9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,EV9,0,,,,,,,,,,,,2025
China,Korean Plant,EV9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,US Plant,EV9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,US Plant,EV9,0,,,,,,,,,,,,2025
China,China Plants,Forte,1997.0,2000.0,1689.0,2685.0,2361.0,2530.0,1956.0,2423.0,2416.0,2604.0,2262.0,1493.0,2023
China,China Plants,Forte,2354.0,2146.0,3438.0,1615.0,1011.0,1047.0,1208.0,780.0,953.0,850.0,1849.0,1480.0,2024
China,China Plants,Forte,"1,468",,,,,,,,,,,,2025
China,CKD,K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,K3,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,China Plants,K3,811.0,775.0,533.0,420.0,426.0,526.0,409.0,409.0,720.0,425.0,644.0,1234.0,2023
China,China Plants,K3,875.0,1089.0,853.0,1363.0,1515.0,1265.0,707.0,988.0,605.0,510.0,979.0,189.0,2024
China,China Plants,K3,671,,,,,,,,,,,,2025
China,Korea Plants,K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,K3,0,,,,,,,,,,,,2025
China,Korean Plant,K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Mexico Plant,K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Mexico Plant,K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Mexico Plant,K3,0,,,,,,,,,,,,2025
China,Russia Plant(incl. CKD Sales),K3 (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,CKD,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,K4,0,,,,,,,,,,,,2025
China,China Plants,K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,K5 / Optima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,K5 / Optima,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),K5 / Optima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,China Plants,K5 / Optima,194.0,180.0,237.0,552.0,383.0,371.0,294.0,206.0,220.0,182.0,95.0,202.0,2023
China,China Plants,K5 / Optima,115.0,67.0,96.0,93.0,129.0,184.0,173.0,211.0,46.0,114.0,98.0,176.0,2024
China,China Plants,K5 / Optima,214,,,,,,,,,,,,2025
China,Korea Plants,K5 / Optima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,K5 / Optima,0,,,,,,,,,,,,2025
China,Korean Plant,K5 / Optima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,CKD,"K7, K8 / Cadenza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,"K7, K8 / Cadenza",0,,,,,,,,,,,,2025
China,CKD (excl. Russia),"K7, K8 / Cadenza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,"K7,8 / Cadenza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,"K7,8 / Cadenza",0,,,,,,,,,,,,2025
China,Korean Plant,"K7,8 / Cadenza",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,K9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,K9,0,,,,,,,,,,,,2025
China,Korean Plant,K9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,China Plants,KX1,594.0,783.0,758.0,710.0,773.0,741.0,611.0,651.0,634.0,814.0,761.0,859.0,2023
China,China Plants,KX1,446.0,348.0,745.0,576.0,340.0,397.0,264.0,520.0,446.0,1000.0,971.0,1447.0,2024
China,China Plants,KX1,798,,,,,,,,,,,,2025
China,China Plants,KX3,970.0,910.0,890.0,1041.0,985.0,948.0,959.0,896.0,761.0,1027.0,931.0,1345.0,2023
China,China Plants,KX3 / Seltos,854.0,697.0,611.0,911.0,939.0,1346.0,2190.0,1996.0,1938.0,1533.0,940.0,1139.0,2024
China,China Plants,KX3 / Seltos,840,,,,,,,,,,,,2025
China,China Plants,KX5 / Sportage,1446.0,752.0,879.0,922.0,870.0,1093.0,913.0,949.0,996.0,1248.0,1450.0,1832.0,2024
China,China Plants,KX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Millitary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Millitary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Millitary,0,,,,,,,,,,,,2025
China,Special Vehicle,Millitary (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Special Vehicle,Millitary (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Special Vehicle,Millitary (CKD),0,,,,,,,,,,,,2025
China,Korea Plants,Mohave / Borrego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Mohave / Borrego,0,,,,,,,,,,,,2025
China,Korean Plant,Mohave / Borrego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,CKD,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,CKD,Morning / Picanto,0,,,,,,,,,,,,2025
China,CKD (excl. Russia),Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,Korea Plants,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
China,Korea Plants,Morning / Picanto,0,,,,,,,,,,,,2025
China,Korean Plant,Morning / Picanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
China,CKD,New Carens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
