공장명(국가),차량 모델,판매 구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도
HMMC, i30 (PDe),수출용,5861.0,4863.0,5174.0,4489.0,6022.0,5711.0,5149.0,3594.0,5238.0,4410.0,1980.0,2344.0,2024
HMMC, i30 (Pde N),수출용,942.0,1000.0,1184.0,984.0,249.0,58.0,333.0,226.0,207.0,282.0,62.0,19.0,2024
HMMC, Kona EV (OSe EV),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMC, Kona EV (SX2e EV),수출용,3286.0,3146.0,2868.0,2944.0,2859.0,3118.0,2740.0,2393.0,2160.0,1938.0,3283.0,2114.0,2024
HMMC, Tucson (TLe),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMC, Tucson (NX4e),수출용,12572.0,12653.0,10559.0,12803.0,13623.0,9964.0,9855.0,7761.0,12198.0,10991.0,12071.0,11598.0,2024
HMMC, Tucson HEV (NX4e HEV),수출용,5763.0,5563.0,5266.0,6871.0,6535.0,6966.0,5476.0,4884.0,7113.0,7961.0,7339.0,5391.0,2024
HMMC, Tucson PHEV (NX4e PHEV),수출용,2209.0,1636.0,1338.0,2048.0,2107.0,2015.0,2226.0,1452.0,1860.0,2009.0,1571.0,1183.0,2024
HMMR,Solaris (HCr),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMR,Creta (SU2r),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMR,Solaris (HCr),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMR,Creta (SU2r),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMB,HB20 (BR2),내수용,5752.0,6756.0,10697.0,10386.0,10483.0,11871.0,10270.0,11975.0,12370.0,15261.0,14248.0,9420.0,2024
HMB,Creta (GSb),내수용,534.0,877.0,362.0,1005.0,890.0,1341.0,1343.0,1192.0,568.0,341.0,13.0,16.0,2024
HMB,Creta (SU2b),내수용,4139.0,3261.0,4320.0,4472.0,4485.0,5490.0,5374.0,5840.0,3880.0,7068.0,7165.0,6859.0,2024
HMB,HB20 (BR2),수출용,310.0,1069.0,862.0,930.0,760.0,1300.0,721.0,1197.0,716.0,1031.0,1370.0,996.0,2024
HMB,Creta (GSb),수출용,0.0,0.0,48.0,89.0,56.0,64.0,64.0,56.0,56.0,40.0,48.0,0.0,2024
HMB,Creta (SU2b),수출용,32.0,184.0,72.0,268.0,171.0,106.0,209.0,0.0,345.0,285.0,172.0,179.0,2024
HMMI,Stargazer (KS),내수용,1615.0,1964.0,1063.0,755.0,589.0,1223.0,600.0,782.0,618.0,715.0,722.0,1039.0,2024
HMMI,Kona EV (SX2id EV) ,내수용,0.0,0.0,0.0,0.0,0.0,0.0,304.0,165.0,170.0,176.0,434.0,124.0,2024
HMMI,IONIQ5 (NE),내수용,752.0,236.0,28.0,27.0,11.0,76.0,62.0,92.0,27.0,44.0,77.0,978.0,2024
HMMI,IONIQ5 (NEid N),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,33.0,2024
HMMI,Santa-Fe (TMid),내수용,116.0,23.0,22.0,37.0,27.0,82.0,36.0,42.0,9.0,17.0,31.0,145.0,2024
HMMI,Santa-Fe (MX5id),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,2024
HMMI,Santa-Fe (MX5id HEV),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,115.0,171.0,2024
HMMI,Creta (SU2id),내수용,1013.0,877.0,584.0,220.0,193.0,429.0,346.0,449.0,393.0,323.0,108.0,1066.0,2024
HMMI,Stargazer (KS),수출용,492.0,1318.0,1688.0,1363.0,1986.0,1529.0,2285.0,2230.0,2065.0,1151.0,1012.0,654.0,2024
HMMI,Kona EV (SX2id EV) ,수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024
HMMI,IONIQ5 (NE),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMI,IONIQ5 (NEid N),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMI,Santa-Fe (TMid),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMI,Santa-Fe (MX5id),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMI,Santa-Fe (MX5id HEV),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
HMMI,Creta (SU2id),수출용,3012.0,3147.0,4183.0,2232.0,3459.0,4399.0,4076.0,4458.0,5205.0,2989.0,3328.0,4181.0,2024
HTBC,HTBC,내수용,50.0,50.0,91.0,94.0,83.0,62.0,80.0,93.0,106.0,162.0,120.0,76.0,2024
HTBC,HTBC,수출용,60.0,90.0,68.0,86.0,90.0,121.0,120.0,122.0,101.0,220.0,47.0,11.0,2024
KMX,NX4m,내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
KMX,HCm,내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
KMX,NX4m,수출용,0.0,0.0,0.0,0.0,0.0,809.0,2378.0,2821.0,2637.0,3048.0,2700.0,2097.0,2024
KMX,HCm,수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Others,Others,수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Russia,CV,내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Vietnam,i10(AI3v 4DR),내수용,30.0,120.0,118.0,2.0,0.0,142.0,32.0,45.0,60.0,50.0,3.0,30.0,2024
Vietnam,i10(AI3v 5DR),내수용,387.0,359.0,301.0,28.0,5.0,270.0,490.0,621.0,560.0,907.0,389.0,301.0,2024
Vietnam,Accent (HCv),내수용,896.0,775.0,1178.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Vietnam,Accent (BN7v),내수용,0.0,0.0,0.0,0.0,623.0,828.0,1557.0,1551.0,1539.0,1592.0,1220.0,615.0,2024
Vietnam,Elantra (CN7v),내수용,151.0,90.0,87.0,130.0,255.0,223.0,123.0,41.0,227.0,115.0,66.0,65.0,2024
Vietnam,Venue (QXv),내수용,60.0,4.0,316.0,508.0,698.0,189.0,62.0,40.0,360.0,350.0,290.0,287.0,2024
Vietnam,Creta (SU2v),내수용,388.0,316.0,821.0,570.0,660.0,563.0,684.0,694.0,663.0,958.0,988.0,444.0,2024
Vietnam,Tucson (NX4v),내수용,174.0,153.0,325.0,458.0,535.0,380.0,439.0,500.0,248.0,904.0,1182.0,634.0,2024
Vietnam,Santa Fe (TMv),내수용,57.0,394.0,448.0,349.0,840.0,615.0,416.0,593.0,13.0,2.0,0.0,0.0,2024
Vietnam,Santa Fe HEV (TMv HEV),내수용,30.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,90.0,24.0,1.0,0.0,2024
Vietnam,Palisade (LX2v),내수용,186.0,208.0,96.0,120.0,270.0,93.0,91.0,51.0,150.0,284.0,76.0,74.0,2024
Vietnam,Kusto (KUv),내수용,422.0,207.0,89.0,152.0,410.0,147.0,121.0,126.0,411.0,246.0,88.0,7.0,2024
Vietnam,IONIQ5 (NEv),내수용,30.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,2024
Vietnam,Porter (HRv),내수용,268.0,181.0,297.0,70.0,447.0,193.0,339.0,0.0,342.0,268.0,62.0,291.0,2024
Vietnam,Mighty (LTv),내수용,157.0,113.0,150.0,240.0,90.0,153.0,71.0,198.0,93.0,119.0,210.0,1.0,2024
Vietnam,Mighty (VTv),내수용,180.0,12.0,168.0,266.0,154.0,240.0,153.0,156.0,278.0,228.0,0.0,66.0,2024
Vietnam,Mighty (QTv),내수용,30.0,30.0,0.0,0.0,30.0,60.0,0.0,90.0,0.0,61.0,0.0,0.0,2024
Vietnam,Mighty (QTc),내수용,0.0,0.0,30.0,21.0,39.0,30.0,0.0,28.0,2.0,0.0,0.0,0.0,2024
Vietnam,Santa Fe (MX5v),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,630.0,1053.0,418.0,2024
Vietnam,Mighty (LTv),수출용,60.0,30.0,0.0,60.0,60.0,0.0,0.0,30.0,60.0,20.0,10.0,60.0,2024
Vietnam,Truck,합계,222.0,129.0,160.0,197.0,324.0,254.0,158.0,323.0,135.0,344.0,278.0,90.0,2024
Singapore,IONIQ5 (NE),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
Singapore,IONIQ6 (CE),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,5.0,7.0,12.0,2024
Singapore,IONIQ5 (NE),수출용,20.0,49.0,82.0,74.0,46.0,38.0,52.0,40.0,18.0,21.0,10.0,9.0,2024
Singapore,IONIQ6 (CE),수출용,0.0,24.0,0.0,0.0,3.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,2024
CKD,PV,합계,5080.0,4010.0,4905.0,4945.0,5116.0,4534.0,5125.0,4443.0,5375.0,5567.0,5644.0,5348.0,2024
CKD,CV,합계,30.0,20.0,25.0,34.0,44.0,25.0,50.0,101.0,97.0,40.0,9.0,0.0,2024
HMI, Xcent (AI3 4DR),내수용,5388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Grand i10 (AI3 5DR),내수용,5311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, i20 (BI3 5DR),내수용,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Verna (Hci),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Verna (BN7i),내수용,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI,Exter (AI3 SUV),내수용,6068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Venue (QXi),내수용,11106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Creta (SU2i),내수용,16787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Creta (SU2i EV),내수용,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Creta (SU2i LWB),내수용,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Kona EV (OSi EV),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, IONIQ5 (NEi),내수용,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Tucson (NX4i),내수용,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Xcent (AI3 4DR),수출용,2776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Grand i10 (AI3 5DR),수출용,2846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, i20 (BI3 5DR),수출용,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Verna (Hci),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Verna (BN7i),수출용,4435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Exter(AI3 SUV),수출용,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Venue(QXi),수출용,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Creta(SU2i),수출용,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMI, Creta(SU2i LWB),수출용,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i10 (AC3),내수용,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i20 (BC3),내수용,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,Bayon (BC3 CUV),내수용,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i20 N (BC3 N),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i10 (AC3),수출용,6502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i20 (BC3),수출용,9444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,Bayon (BC3 CUV),수출용,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HAOS,i20 N (BC3 N),수출용,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Elantra (CN7c),내수용,5390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Sonata (DN8c),내수용,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Custo (KU),내수용,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Mufasa (NU2),내수용,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, La festa (SQ),내수용,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Verna (YC),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Celesta (ID),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Mistra (DU2),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Tucson (NX4c),내수용,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Tucson HEV (NX4c HEV),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, ix35 (NU),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Santa Fe (MX5c),내수용,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Santa Fe (TMc),내수용,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Elantra (CN7c),수출용,3524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Custo (KU),수출용,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Mufasa (NU2),수출용,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Santa Fe (MX5c),수출용,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Tucson (NX4c),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
BHMC, Sonata (DN8c),수출용,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Elantra (CN7a),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Sonata (DN8a),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Tucson (NX4a),내수용,8303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Tucson OB (NX4a OB),내수용,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (TMa),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe HEV (TMa HEV),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (MX5a),내수용,6052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (MX5a HEV),내수용,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,GV70 (JKa),내수용,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,GV70 EV (Jka EV),내수용,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Elantra(CN7a),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Sonata (DN8a),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Tucson (NX4a),수출용,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Tucson OB (NX4a OB),수출용,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (TMa),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (MX5a),수출용,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,Santa-Fe (MX5a HEV),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,GV70 (JKa),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMA,GV70 EV (Jka EV),수출용,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMGMA,Ioniq5 (NEa),내수용,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMGMA,Ioniq5 (NEa),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, i30 (PDe),수출용,2621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, i30 (Pde N),수출용,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Kona EV (OSe EV),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Kona EV (SX2e EV),수출용,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Tucson (TLe),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Tucson (NX4e),수출용,9552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Tucson HEV (NX4e HEV),수출용,5765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMC, Tucson PHEV (NX4e PHEV),수출용,1878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,HB20 (BR2),내수용,5104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,Creta (GSb),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,Creta (SU2b),내수용,4712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,HB20 (BR2),수출용,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,Creta (GSb),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMB,Creta (SU2b),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Stargazer (KS),내수용,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Kona EV (SX2id EV) ,내수용,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,IONIQ5 (NEid),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,IONIQ5 (NEid N),내수용,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (TMid),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (MX5id),내수용,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (MX5id HEV),내수용,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Creta (SU2id),내수용,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Stargazer (KS),수출용,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Kona EV (SX2id EV) ,수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,IONIQ5 (NEid),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,IONIQ5 (NEid N),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (TMid),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (MX5id),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Santa-Fe (MX5id HEV),수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HMMI,Creta (SU2id),수출용,2423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HTBC,HTBC,내수용,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
HTBC,HTBC,수출용,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
KMX,NX4m,내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
KMX,HCm,내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
KMX,NX4m,수출용,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
KMX,HCm,수출용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Others,Others,합계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,i10(AI3v 4DR),내수용,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,i10(AI3v 5DR),내수용,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Accent (HCv),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Accent (BN7v),내수용,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Elantra (CN7v),내수용,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Venue (QXv),내수용,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Creta (SU2v),내수용,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Tucson (NX4v),내수용,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Santa Fe (TMv),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Santa Fe HEV (TMv HEV),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Palisade (LX2v),내수용,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Kusto (KUv),내수용,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,IONIQ5 (NEv),내수용,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Porter (HRv),내수용,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Mighty (LTv),내수용,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Mighty (VTv),내수용,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,County (CSv),내수용,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Solati (Euv),내수용,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
Vietnam,Santa Fe (MX5v),내수용,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
